Lang_Id,likely_subtag,LangName,script,regions,default region,unwritten,not used,areas,ISO 639-3,confirmed,Date modified,comments
alm,alm-Latn-VU,Amblong,Latn,VU,VU,1,,MEL,alm,LE,10-Jan-2018,
aln-Brai,aln-Brai-AL,"Albanian, Gheg",Brai,AL RS,AL,,,EEU NAM SEU WAS WEU,aln,,,
aln,aln-Latn-XK,"Albanian, Gheg",Latn,AL ME MK RO RS TR XK,"XK
",,,EEU NAM SEU WAS WEU,aln,CLDR,,Ethnologue has AL
alo-Latn,alo-Latn-ID,Larike-Wakasihu,Latn,ID,ID,,,SEA,alo,,,
alp-Latn,alp-Latn-ID,Alune,Latn,ID,ID,,,SEA,alp,,,
alq,alq-Latn-CA,Algonquin,Latn,CA,CA,,,NAM,alq,LE,9-Jan-2018,
alr-Zyyy,alr-Zyyy-RU,Alutor,Zyyy,RU,RU,,,EEU,alr,,,
als-Elba,als-Elba-AL,"Albanian, Tosk",Elba,AL,AL,,1,EEU NAM NEU SEU WAS WEU,als,St,,
als-Grek,als-Grek-GR,"Albanian, Tosk",Grek,GR,AL,,1,EEU NAM NEU SEU WAS WEU,als,St,,
als-Latn,als-Latn-AL,"Albanian, Tosk",Latn,AL GR MK,AL,,,EEU NAM NEU SEU WAS WEU,als,St,,
alt,alt-Cyrl-RU,"Altai, Southern",Cyrl,RU,RU,,,EEU,alt,CLDR,,
alt-Mong,alt-Mong-RU,"Altai, Southern",Mong,RU,RU,,,EEU,alt,,,
alu,alu-Latn-SB,Are'are,Latn,SB,SB,,,MEL,alu,LE,10-Jan-2018,
alw-Ethi,alw-Ethi-ET,Alaba-K'abeena,Ethi,ET,ET,,,EAF,alw,,,
alx,alx-Latn-PG,Amol,Latn,PG,PG,1,,MEL,alx,LE,10-Jan-2018,
aly,aly-Latn-AU,Alyawarr,Latn,AU,AU,,,ANZ,aly,LE,10-Jan-2018,
alz,alz-Latn-CD,Alur,Latn,CD UG,CD,,,EAF,alz,LE,12-Jan-2018,
am-Brai,am-Brai-ET,Amharic,Brai,CA DJ EG ER ET GB IL US,ET,,,EAF NAF NAM NEU WAS EAF,amh,,,
am,am-Ethi-ET,Amharic,Ethi,CA DJ EG ER ET GB IL US,ET,,,EAF NAF NAM NEU WAS EAF,amh,CLDR,,
ama,ama-Latn-BR,Amanayé,Latn,BR,BR,1,,SAM,ama,LE,10-Jan-2018,Extinct
amb-Zyyy,amb-Zyyy-NG,Ambo,Zyyy,NG,NG,,,WAF,amb,,,
amc,amc-Latn-PE,Amahuaca,Latn,BR PE,PE,,,SAM,amc,LE,9-Jan-2018,
ame,ame-Latn-PE,Yanesha',Latn,PE,PE,,,SAM,ame,LE,9-Jan-2018,
amf-Ethi,amf-Ethi-ET,Hamer-Banna,Ethi,ET,ET,,,EAF,amf,,,
amf-Latn,amf-Latn-ET,Hamer-Banna,Latn,ET,ET,,,EAF,amf,,,
amg,amg-Latn-AU,Amurdak,Latn,AU,AU,1,,ANZ,amg,LE,10-Jan-2018,
ami,ami-Latn-TW,Amis,Latn,TW,TW,,,EAS,ami,LE,12-Jan-2018,
amj,amj-Qaax-TD,Amdang,Qaax,TD,TD,1,,MAF,amj,,,
amk-Latn,amk-Latn-ID,Ambai,Latn,ID,ID,,,SEA,amk,,,
aml,aml-Qaax-BD,War-Jaintia,Qaax,BD IN,BD,1,,SAS,aml,,,
amm,amm-Latn-PG,Ama,Latn,PG,PG,,,MEL,amm,LE,10-Jan-2018,
amn,amn-Latn-PG,Amanab,Latn,PG,PG,,,MEL,amn,LE,10-Jan-2018,
amo,amo-Latn-NG,Amo,Latn,NG,NG,,,WAF,amo,CLDR,,
amp,amp-Latn-PG,Alamblak,Latn,PG,PG,,,MEL,amp,LE,10-Jan-2018,
amq-Zyyy,amq-Zyyy-ID,Amahai,Zyyy,ID,ID,,,SEA,amq,,,
amr,amr-Latn-PE,Amarakaeri,Latn,PE,PE,,,SAM,amr,LE,9-Jan-2018,
ams-Zyyy,ams-Zyyy-JP,"Amami-Oshima, Southern",Zyyy,JP,JP,,,EAS,ams,,,
amt,amt-Latn-PG,Amto,Latn,PG,PG,1,,MEL,amt,LE,10-Jan-2018,
amu,amu-Latn-MX,"Amuzgo, Guerrero",Latn,MX,MX,,,CAM,amu,LE,9-Jan-2018,
amv,amv-Qaax-ID,Ambelau,Qaax,ID,ID,1,,SEA,amv,,,
amw,amw-Qaax-SY,Western Neo-Aramaic,Qaax,SY,SY,1,,WAS,amw,,,
amx,amx-Latn-AU,Anmatyerre,Latn,AU,AU,,,ANZ,amx,LE,10-Jan-2018,
amy,amy-Latn-AU,Ami,Latn,AU,AU,1,,ANZ,amy,LE,10-Jan-2018,
amz,amz-Latn-AU,Atampaya,Latn,AU,AU,,,ANZ,amz,LE,10-Jan-2018,Extinct
an,an-Latn-ES,Aragonese,Latn,ES,ES,,,SEU,arg,LE,12-Jan-2018,
ana,ana-Latn-CO,Andaqui,Latn,CO,CO,1,,SAM,ana,LE,10-Jan-2018,Extinct
anb,anb-Latn-PE,Andoa,Latn,PE,PE,,,SAM,anb,LE,9-Jan-2018,Extinct
anc-Latn,anc-Latn-NG,Ngas,Latn,NG,NG,,,WAF,anc,,,
and,and-Qaax-ID,Ansus,Qaax,ID,ID,1,,SEA,and,,,
ane,ane-Latn-NC,Xârâcùù,Latn,NC,NC,1,,MEL,ane,LE,10-Jan-2018,
anf,anf-Latn-GH,Animere,Latn,GH,GH,1,,WAF,anf,LE,12-Jan-2018,
ang,ang-Latn-GB,Old English (ca. 450-1100),Latn,GB,GB,,1,NEU,ang,,,Historical
anh,anh-Latn-PG,Nend,Latn,PG,PG,,,MEL,anh,LE,10-Jan-2018,
ani-Cyrl,ani-Cyrl-RU,Andi,Cyrl,RU,RU,,,EEU,ani,,,
anj,anj-Latn-PG,Anor,Latn,PG,PG,1,,MEL,anj,LE,10-Jan-2018,
ank-Latn,ank-Latn-NG,Goemai,Latn,NG,NG,,,WAF,ank,,,
anl,anl-Latn-MM,"Chin, Anu-Hkongso",Latn,MM,MM,,,SEA,anl,NMC,10-Jan-2018,"Ethnologue reports 2 seperate literature efforts, two codes needed? Question to MH"
anm-Latn,anm-Latn-IN,Anal,Latn,IN MM,IN,,,SAS SEA,anm,,,
ann-Latn,ann-Latn-NG,Obolo,Latn,NG,NG,,,WAF,ann,,,
ano,ano-Latn-CO,Andoque,Latn,CO,CO,,1,SAM,ano,LE,9-Jan-2018,
anp-Deva,anp-Deva-IN,Angika,Deva,IN NP,IN,,,SAS,anp,,,
anq,anq-Qaax-IN,Jarawa,Qaax,IN,IN,1,,SAS,anq,,,
anr-Deva,anr-Deva-IN,Andh,Deva,IN,IN,,,SAS,anr,,,
ans,ans-Latn-CO,Anserma,Latn,CO,CO,1,,SAM,ans,LE,10-Jan-2018,Extinct
ant,ant-Latn-AU,Antakarinya,Latn,AU,AU,1,,ANZ,ant,LE,10-Jan-2018,
anu-Ethi,anu-Ethi-ET,Anuak,Ethi,ET SS,ET,,,EAF,anu,,,
anu-Latn,anu-Latn-SS,Anuak,Latn,ET SS,SS,,,EAF,anu,,,
anv,anv-Latn-CM,Denya,Latn,CM,CM,,,MAF,anv,LE,12-Jan-2018,
anw-Latn,anw-Latn-NG,Anaang,Latn,NG,NG,,,WAF,anw,,,
anx,anx-Latn-PG,Andra-Hus,Latn,PG,PG,1,,MEL,anx,LE,10-Jan-2018,
any-Latn,any-Latn-CI,Anyin,Latn,CI GH,CI,,,WAF,any,,,
anz,anz-Latn-PG,Anem,Latn,PG,PG,,,MEL,anz,LE,10-Jan-2018,
aoa,aoa-Qaax-ST,Angolar,Qaax,ST,ST,1,,MAF,aoa,,,
aob,aob-Latn-PG,Abom,Latn,PG,PG,1,,MEL,aob,LE,10-Jan-2018,
aoc,aoc-Latn-VE,Pemon,Latn,BR GY VE,VE,,,SAM,aoc,LE,9-Jan-2018,
aod,aod-Latn-PG,Andarum,Latn,PG,PG,1,,MEL,aod,LE,10-Jan-2018,
aoe,aoe-Latn-PG,Angal Enen,Latn,PG,PG,,,MEL,aoe,LE,10-Jan-2018,
aof,aof-Latn-PG,Bragat,Latn,PG,PG,1,,MEL,aof,LE,10-Jan-2018,
aog,aog-Latn-PG,Angoram,Latn,PG,PG,1,,MEL,aog,LE,10-Jan-2018,
aoh,aoh-Latn-CO,Arma,Latn,CO,CO,1,,SAM,aoh,LE,10-Jan-2018,Extinct
aoi,aoi-Latn-AU,Anindilyakwa,Latn,AU,AU,,,ANZ,aoi,LE,10-Jan-2018,
aoj,aoj-Latn-PG,Mufian,Latn,PG,PG,,,MEL,aoj,LE,10-Jan-2018,
aok,aok-Latn-NC,Arhö,Latn,NC,NC,1,,MEL,aok,LE,10-Jan-2018,
aol-Zyyy,aol-Zyyy-ID,Alor,Zyyy,ID,ID,,,SEA,aol,,,
aom,aom-Latn-PG,Ömie,Latn,PG,PG,,,MEL,aom,LE,10-Jan-2018,
aon,aon-Latn-PG,"Arapesh, Bumbita",Latn,PG,PG,,,MEL,aon,LE,10-Jan-2018,
aor,aor-Zyyy-VU,Aore,Zyyy,VU,VU,1,,MEL,aor,LE,10-Jan-2018,Extinct
aos-Zyyy,aos-Zyyy-ID,Taikat,Zyyy,ID,ID,,,SEA,aos,,,
aot,aot-Qaax-IN,Atong,Qaax,BD IN,IN,1,,SAS,aot,,,
aou,aou-Qaax-CN,A'ou,Qaax,CN,CN,1,,EAS,aou,,,
aox,aox-Latn-GY,Atorada,Latn,BR GY,GY,1,,SAM,aox,LE,9-Jan-2018,
aoz,aoz-Latn-ID,Uab Meto,Latn,ID,ID,,,SEA,aoz,CLDR,,
apb,apb-Latn-SB,Sa'a,Latn,SB,SB,,,MEL,apb,LE,10-Jan-2018,
apc-Arab,apc-Arab-SY,"Arabic, North Levantine Spoken",Arab,AG AR BR CY DO EG GF IL JM LB LY ML PS QA SA SR SY TN TR TT,SY,,,CAR NAF SAM WAF WAS,apc,,,
apd,apd-Arab-TG,"Arabic, Sudanese Spoken",Arab,EG ER ET LY QA SA SD SS,SD,,,EAF NAF WAS,apd,CLDR,,"CLDR issue: should not be TG, should be SD"
apd-Latn,apd-Latn-SD,"Arabic, Sudanese Spoken",Latn,EG ER ET LY QA SA SD SS,SD,,,EAF NAF WAS,apd,LE,12-Jan-2018,
ape,ape-Latn-PG,Bukiyip,Latn,PG,PG,,,MEL,ape,LE,10-Jan-2018,
apf-Latn,apf-Latn-PH,"Agta, Pahanan",Latn,PH,PH,,,SEA,apf,,,
apg-Zyyy,apg-Zyyy-ID,Ampanang,Zyyy,ID,ID,,,SEA,apg,,,
aph-Deva,aph-Deva-NP,Athpariya,Deva,NP,NP,,,SAS,aph,,,
api,api-Latn-BR,Apiaká,Latn,BR,BR,1,,SAM,api,LE,9-Jan-2018,
apj,apj-Latn-US,"Apache, Jicarilla",Latn,US,US,,,NAM,apj,LE,9-Jan-2018,
apk,apk-Latn-US,"Apache, Kiowa",Latn,US,US,1,,NAM,apk,LE,9-Jan-2018,
apl,apl-Latn-US,"Apache, Lipan",Latn,US,US,1,,NAM,apl,LE,9-Jan-2018,
apm,apm-Latn-US,"Apache, Mescalero-Chiricahua",Latn,US,US,,,NAM,apm,LE,9-Jan-2018,
apn,apn-Latn-BR,Apinayé,Latn,BR,BR,,,SAM,apn,LE,9-Jan-2018,
apo,apo-Latn-PG,Ambul,Latn,PG,PG,1,,MEL,apo,LE,10-Jan-2018,
app,app-Latn-VU,Apma,Latn,VU,VU,,,MEL,app,LE,10-Jan-2018,
apq,apq-Qaax-IN,A-Pucikwar,Qaax,IN,IN,1,,SAS,apq,,,
apr,apr-Latn-PG,Arop-Lokep,Latn,PG,PG,,,MEL,apr,LE,10-Jan-2018,
aps,aps-Latn-PG,Arop-Sissano,Latn,PG,PG,,,MEL,aps,LE,10-Jan-2018,
apt-Latn,apt-Latn-IN,Apatani,Latn,IN,IN,,,SAS,apt,,,
apu,apu-Latn-BR,Apurinã,Latn,BR,BR,,,SAM,apu,LE,9-Jan-2018,
apv,apv-Latn-BR,Alapmunte,Latn,BR,BR,1,,SAM,apv,LE,10-Jan-2018,Extinct
apw,apw-Latn-US,"Apache, Western",Latn,US,US,,,NAM,apw,LE,9-Jan-2018,
apx,apx-Qaax-ID,Aputai,Qaax,ID,ID,1,,SEA,apx,,,
apy,apy-Latn-BR,Apalaí,Latn,BR,BR,,,SAM,apy,LE,9-Jan-2018,
apz,apz-Latn-PG,Safeyoka,Latn,PG,PG,,,MEL,apz,LE,10-Jan-2018,
aqc,aqc-Qaax-RU,Archi,Qaax,RU,RU,1,,EEU,aqc,,,
aqd,aqd-Qaax-ML,"Dogon, Ampari",Qaax,ML,ML,1,,WAF,aqd,,,
aqg-Zyyy,aqg-Zyyy-NG,Arigidi,Zyyy,NG,NG,,,WAF,aqg,,,
aqm,aqm-Qaax-ID,Atohwaim,Qaax,ID,ID,1,,SEA,aqm,,,
aqn-Zyyy,aqn-Zyyy-PH,"Alta, Northern",Zyyy,PH,PH,,,SEA,aqn,,,
aqp,aqp-Zyyy-US,Atakapa,Zyyy,US,US,1,,NAM,aqp,LE,10-Jan-2018,Extinct
aqr,aqr-Latn-NC,Arhâ,Latn,NC,NC,1,,MEL,aqr,LE,10-Jan-2018,
aqt,aqt-Latn-PY,Angaité,Latn,PY,PY,1,,SAM,aqt,LE,9-Jan-2018,
aqz,aqz-Latn-BR,Akuntsu,Latn,BR,BR,1,,SAM,aqz,LE,9-Jan-2018,
ar,ar-Arab-EG,Arabic,Arab,EG SA,EG,,,???,ara,CLDR,,Ethnologue has SA
ar-Syrc,ar-Syrc-SA,Arabic,Syrc,??,SA,,1,WAS,ara,,,
arb-Arab,arb-Arab-SA,"Arabic, Standard",Arab,AE BH DJ DK DZ EG EH ER IL IQ JO KM KW LB LY MA MR OM PH PS QA SA SD SO SY TD TN TZ YE,SA,,,EAF MAF NAF NEU SEA WAF WAS,arb,,,
arb-Brai,arb-Brai-SA,"Arabic, Standard",Brai,AE BH DJ DK DZ EG EH ER IL IQ JO KM KW LB LY MA MR OM PH PS QA SA SD SO SY TD TN TZ YE,SA,,,EAF MAF NAF NEU SEA WAF WAS,arb,,,
arc,arc-Armi-IR,Official Aramaic (700-300 BCE),Armi,IR,IR,,,???,arc,CLDR,,Ancient
arc-Nbat,arc-Nbat-JO,Aramaic,Nbat,JO,JO,,,???,arc,CLDR,,
arc-Palm,arc-Palm-SY,Aramaic,Palm,SY,SY,,,???,arc,CLDR,,
ard,ard-Latn-AU,Arabana,Latn,AU,AU,1,,ANZ,ard,LE,10-Jan-2018,Extinct
are,are-Latn-AU,"Arrarnta, Western",Latn,AU,AU,,,ANZ,are,LE,10-Jan-2018,
arh,arh-Latn-CO,Arhuaco,Latn,CO,CO,,,SAM,arh,LE,9-Jan-2018,
ari,ari-Latn-US,Arikara,Latn,US,US,1,,NAM,ari,LE,9-Jan-2018,
arj,arj-Latn-BR,Arapaso,Latn,BR,BR,1,,SAM,arj,LE,10-Jan-2018,Extinct
ark,ark-Latn-BR,Arikapú,Latn,BR,BR,1,,SAM,ark,LE,9-Jan-2018,
arl,arl-Latn-PE,Arabela,Latn,PE,PE,,,SAM,arl,LE,9-Jan-2018,
arn,arn-Latn-CL,Mapudungun,Latn,AR CL US,CL,,,NAM SAM,arn,CLDR,,
aro,aro-Latn-BO,Araona,Latn,BO,BO,,,SAM,aro,CLDR,,
arp,arp-Latn-US,Arapaho,Latn,US,US,,,NAM,arp,LE,9-Jan-2018,
arq,arq-Arab-DZ,"Arabic, Algerian Spoken",Arab,BE DE DZ EG FR NL PM TN,DZ,,,NAF NAM WEU,arq,CLDR,,
arr,arr-Latn-BR,Karo,Latn,BR,BR,1,,SAM,arr,LE,9-Jan-2018,
ars-Arab,ars-Arab-SA,"Arabic, Najdi Spoken",Arab,CA IQ JO KW QA SA SY,SA,,,NAM WAS,ars,,,
aru,aru-Latn-BR,Aruá (Amazonas State),Latn,BR,BR,1,,SAM,aru,LE,10-Jan-2018,Extinct
arv,arv-Qaax-ET,Arbore,Qaax,ET,ET,1,,EAF,arv,,,
arw,arw-Latn-SR,Arawak,Latn,GF GY SR VE,SR,,,SAM,arw,LE,9-Jan-2018,
arx,arx-Latn-BR,Aruá,Latn,BR,BR,1,,SAM,arx,LE,9-Jan-2018,
ary,ary-Arab-MA,"Arabic, Moroccan Spoken",Arab,BE DE EG EH FR GI LY MA NL,MA,,,NAF SEU WEU,ary,CLDR,,
arz,arz-Arab-EG,"Arabic, Egyptian Spoken",Arab,AE DE EG IL IQ JO KW LY OM PS QA SA SY YE,EG,,,NAF WAS WEU,arz,CLDR,,
arz-Brai,arz-Brai-EG,"Arabic, Egyptian Spoken",Brai,AE DE EG IL IQ JO KW LY OM PS QA SA SY YE,EG,,,NAF WAS WEU,arz,,,
as,as-Beng-IN,Assamese,Beng,BT IN US,IN,,,NAM SAS,asm,CLDR,,
asa,asa-Latn-TZ,Asu,Latn,TZ,TZ,,,EAF,asa,CLDR,,
asb,asb-Latn-CA,Assiniboine,Latn,CA US,CA,1,,NAM,asb,LE,9-Jan-2018,
asc,asc-Qaax-ID,"Asmat, Casuarina Coast",Qaax,ID,ID,1,,SEA,asc,,,
asd,asd-Latn-PG,Asas,Latn,PG,PG,,,MEL,asd,LE,10-Jan-2018,
ase,ase-Sgnw-US,American Sign Language,Sgnw,AG BB BF BJ BM BO BS BZ CA CF CG CI DM GA GD GY HT JM KN LC ML NG PH PR TD TG TT US VC VI ZA ZM,US,,,CAM CAR EAF MAF NAM SAF SAM SEA WAF,ase,CLDR,,
asf-Zyyy,asf-Zyyy-AU,Australian Sign Language,Zyyy,AU,AU,1,,ANZ,asf,,,
asg-Latn,asg-Latn-NG,Cishingini,Latn,NG,NG,,,WAF,asg,,,
ash,ash-Latn-PE,Awishira,Latn,PE,PE,1,,SAM,ash,LE,10-Jan-2018,Extinct
asi,asi-Qaax-ID,Buruwai,Qaax,ID,ID,1,,SEA,asi,,,
asj,asj-Latn-CM,Sari,Latn,CM,CM,,,MAF,asj,LE,12-Jan-2018,
ask,ask-Qaax-AF,Ashkun,Qaax,AF,AF,1,,SAS,ask,,,
asl,asl-Qaax-ID,Asilulu,Qaax,ID,ID,1,,SEA,asl,,,
asn,asn-Latn-BR,Asurini of Xingú,Latn,BR,BR,1,,SAM,asn,LE,9-Jan-2018,
aso,aso-Latn-PG,Dano,Latn,PG,PG,,,MEL,aso,LE,10-Jan-2018,
asp-Zyyy,asp-Zyyy-DZ,Algerian Sign Language,Zyyy,DZ,DZ,1,,NAF,asp,,,
asq-Zyyy,asq-Zyyy-AT,Austrian Sign Language,Zyyy,AT,AT,1,,WEU,asq,,,
asr-Deva,asr-Deva-IN,Asuri,Deva,IN,IN,,,SAS,asr,,,
ass,ass-Latn-CM,Ipulo,Latn,CM,CM,,,MAF,ass,LE,12-Jan-2018,
ast,ast-Latn-ES,Asturian,Latn,ES PT,ES,,,SEU,ast,CLDR,,
asu,asu-Latn-BR,"Asurini, Tocantins",Latn,BR,BR,,,SAM,asu,LE,9-Jan-2018,
asv-Zyyy,asv-Zyyy-CD,Asoa,Zyyy,CD,CD,,,MAF,asv,,,
asw-Zyyy,asw-Zyyy-AU,Australian Aborigines Sign Language,Zyyy,AU,AU,1,,ANZ,asw,,,
asx,asx-Latn-PG,Muratayak,Latn,PG,PG,,,MEL,asx,LE,10-Jan-2018,
asy-Latn,asy-Latn-ID,"Asmat, Yaosakor",Latn,ID,ID,,,SEA,asy,,,
asz,asz-Qaax-ID,As,Qaax,ID,ID,1,,SEA,asz,,,
ata,ata-Latn-PG,Pele-Ata,Latn,PG,PG,,,MEL,ata,LE,10-Jan-2018,
atb,atb-Latn-CN,Zaiwa,Latn,CN MM,CN,,,EAS SEA,atb,SVW,,Users in China and Myanmar use (used?) different Roman script orthographies; some push toward unification. May or may not need two different language tags.
atb-Lisu,atb-Lisu-CN,Zaiwa,Lisu,CN MM,CN,,1,EAS SEA,atb,,,
atc,atc-Latn-PE,Atsahuaca,Latn,PE,PE,1,,SAM,atc,LE,10-Jan-2018,Extinct
atd-Latn,atd-Latn-PH,"Manobo, Ata",Latn,PH,PH,,,SEA,atd,,,
ate,ate-Latn-PG,Mand,Latn,PG,PG,1,,MEL,ate,LE,10-Jan-2018,
atg-Latn,atg-Latn-NG,Ivbie North-Okpela-Arhe,Latn,NG,NG,,,WAF,atg,,,
ati-Latn,ati-Latn-CI,Attié,Latn,CI,CI,,,WAF,ati,,,
atj,atj-Latn-CA,Atikamekw,Latn,CA,CA,,,NAM,atj,CLDR,,
atk-Zyyy,atk-Zyyy-PH,Ati,Zyyy,PH,PH,,,SEA,atk,,,
atl-Zyyy,atl-Zyyy-PH,"Agta, Mt. Iraya",Zyyy,PH,PH,,,SEA,atl,,,
atm-Zyyy,atm-Zyyy-PH,Ata,Zyyy,PH,PH,,,SEA,atm,,,
atn-Arab,atn-Arab-IR,Ashtiani,Arab,IR,IR,,,SAS,atn,,,
ato,ato-Qaax-CM,Atong,Qaax,CM,CM,1,,MAF,ato,,,
atp-Zyyy,atp-Zyyy-PH,"Atta, Pudtol",Zyyy,PH,PH,,,SEA,atp,,,
atq-Latn,atq-Latn-ID,Aralle-Tabulahan,Latn,ID,ID,,,SEA,atq,,,
atr,atr-Latn-BR,Waimiri-Atroarí,Latn,BR,BR,1,,SAM,atr,LE,9-Jan-2018,
ats,ats-Latn-US,Gros Ventre,Latn,US,US,1,,NAM,ats,LE,9-Jan-2018,
att-Latn,att-Latn-PH,"Atta, Pamplona",Latn,PH,PH,,,SEA,att,,,
atu,atu-Latn-SS,Reel,Latn,SS,SS,,,EAF,atu,LE,12-Jan-2018,
atv-Cyrl,atv-Cyrl-RU,"Altai, Northern",Cyrl,RU,RU,,,EEU,atv,,,
atw,atw-Latn-US,Atsugewi,Latn,US,US,1,,NAM,atw,LE,9-Jan-2018,
atx,atx-Latn-BR,Arutani,Latn,BR,BR,1,,SAM,atx,LE,9-Jan-2018,
atx,atx-Latn-VE,Arutani,Latn,VE,VE,1,,SAM,atx,LE,9-Jan-2018,
aty,aty-Latn-VU,Aneityum,Latn,VU,VU,,,MEL,aty,LE,10-Jan-2018,
atz-Zyyy,atz-Zyyy-PH,Arta,Zyyy,PH,PH,,,SEA,atz,,,
aua,aua-Latn-SB,Asumboa,Latn,SB,SB,,,MEL,aua,LE,10-Jan-2018,
aub,aub-Qaax-CN,Alugu,Qaax,CN,CN,1,,EAS,aub,,,
auc,auc-Latn-EC,Waorani,Latn,EC,EC,,,SAM,auc,LE,9-Jan-2018,
aud,aud-Latn-SB,Anuta,Latn,SB,SB,,,MEL,aud,LE,10-Jan-2018,
aug,aug-Qaax-BJ,Aguna,Qaax,BJ TG,BJ,1,,WAF,aug,,,
auh,auh-Latn-ZM,Aushi,Latn,CD ZM,ZM,1,,EAF MAF,auh,LE,30-Jan-2018,
aui,aui-Latn-PG,Anuki,Latn,PG,PG,,,MEL,aui,LE,10-Jan-2018,
auj-Zyyy,auj-Zyyy-LY,Awjilah,Zyyy,LY,LY,,,NAF,auj,,,
auk,auk-Latn-PG,Heyo,Latn,PG,PG,1,,MEL,auk,LE,10-Jan-2018,
aul,aul-Latn-VU,Aulua,Latn,VU,VU,,,MEL,aul,LE,10-Jan-2018,
aum-Zyyy,aum-Zyyy-NG,Asu,Zyyy,NG,NG,,,WAF,aum,,,
aun,aun-Latn-PG,"One, Molmo",Latn,PG,PG,,,MEL,aun,LE,10-Jan-2018,
auo-Zyyy,auo-Zyyy,Auyokawa,Zyyy,NG,NG,,,???,auo,,,Extinct
aup,aup-Latn-PG,Makayam,Latn,PG,PG,,,MEL,aup,LE,10-Jan-2018,
auq,auq-Qaax-ID,Anus,Qaax,ID,ID,1,,SEA,auq,,,
aur,aur-Latn-PG,Aruek,Latn,PG,PG,1,,MEL,aur,LE,10-Jan-2018,
aut-Zyyy,aut-Zyyy-PF,Austral,Zyyy,PF,PF,,,POL,aut,,,
auu-Latn,auu-Latn-ID,Auye,Latn,ID,ID,,,SEA,auu,,,
auw,auw-Qaax-ID,Awyi,Qaax,ID,ID,1,,SEA,auw,,,
aux,aux-Latn-BR,Aurá,Latn,BR,BR,1,,SAM,aux,LE,10-Jan-2018,Extinct
auy,auy-Latn-PG,Awiyaana,Latn,PG,PG,,,MEL,auy,LE,10-Jan-2018,
auz-Zyyy,auz-Zyyy-UZ,"Arabic, Uzbeki Spoken",Zyyy,UZ,UZ,,,CAS,auz,,,
av,av-Cyrl-RU,Avar,Cyrl,AZ GE KZ RU TR,RU,,,CAS EEU WAS,ava,CLDR,,
avb,avb-Latn-PG,Avau,Latn,PG,PG,1,,MEL,avb,LE,10-Jan-2018,
avd-Zyyy,avd-Zyyy-IR,Alviri-Vidari,Zyyy,IR,IR,,,SAS,avd,,,
avi-Latn,avi-Latn-CI,Avikam,Latn,CI,CI,,,WAF,avi,,,
avk-Latn,avk-Latn-??,Kotava,Latn,??,??,,,???,avk,,,Constructed
avl-Arab,avl-Arab-EG,"Arabic, Eastern Egyptian Bedawi Spoken",Arab,EG IL JO PS SY,EG,,,NAF WAS,avl,,,
avm,avm-Latn-AU,Angkamuthi,Latn,AU,AU,1,,ANZ,avm,LE,10-Jan-2018,Extinct
avn,avn-Latn-GH,Avatime,Latn,GH,GH,,,WAF,avn,LE,12-Jan-2018,
avo,avo-Latn-BR,Agavotaguerra,Latn,BR,BR,1,,SAM,avo,LE,10-Jan-2018,Extinct
avs,avs-Latn-PE,Aushiri,Latn,PE,PE,1,,SAM,avs,LE,10-Jan-2018,Extinct
avt,avt-Latn-PG,Au,Latn,PG,PG,,,MEL,avt,LE,10-Jan-2018,
avu,avu-Latn-SS,Avokaya,Latn,CD SS,SS,,,EAF MAF,avu,LE,12-Jan-2018,
avv,avv-Latn-BR,Avá-Canoeiro,Latn,BR,BR,1,,SAM,avv,LE,9-Jan-2018,
awa,awa-Deva-IN,Awadhi,Deva,IN NP,IN,,,SAS,awa,CLDR,,
awb,awb-Latn-PG,Awa,Latn,PG,PG,,,MEL,awb,LE,10-Jan-2018,
awc,awc-Qaax-NG,Cicipu,Qaax,NG,NG,1,,WAF,awc,,,
awe,awe-Latn-BR,Awetí,Latn,BR,BR,1,,SAM,awe,LE,9-Jan-2018,
awg,awg-Latn-AU,Anguthimri,Latn,AU,AU,1,,ANZ,awg,LE,10-Jan-2018,Extinct
awh-Zyyy,awh-Zyyy-ID,Awbono,Zyyy,ID,ID,,,SEA,awh,,,
awi,awi-Latn-PG,Aekyom,Latn,PG,PG,,,MEL,awi,LE,10-Jan-2018,Extinct
awk,awk-Latn-AU,Awabakal,Latn,AU,AU,,,ANZ,awk,LE,10-Jan-2018,
awm,awm-Latn-PG,Arawum,Latn,PG,PG,1,,MEL,awm,LE,10-Jan-2018,
awn-Ethi,awn-Ethi-ET,Awngi,Ethi,ET,ET,,,EAF,awn,,,
awo-Latn,awo-Latn-NG,Awak,Latn,NG,NG,,,WAF,awo,,,
awr,awr-Qaax-ID,Awera,Qaax,ID,ID,1,,SEA,awr,,,
aws,aws-Qaax-ID,"Awyu, South",Qaax,ID,ID,1,,SEA,aws,,,
awt,awt-Latn-BR,Araweté,Latn,BR,BR,1,,SAM,awt,LE,9-Jan-2018,
awu-Latn,awu-Latn-ID,"Awyu, Central",Latn,ID,ID,,,SEA,awu,,,
awv,awv-Qaax-ID,"Awyu, Jair",Qaax,ID,ID,1,,SEA,awv,,,
aww,aww-Latn-PG,Awun,Latn,PG,PG,1,,MEL,aww,LE,10-Jan-2018,
awx,awx-Latn-PG,Awara,Latn,PG,PG,,,MEL,awx,LE,10-Jan-2018,
awy,awy-Qaax-ID,"Awyu, Edera",Qaax,ID,ID,1,,SEA,awy,,,
